(468, 104)
(829, 319)
(325, 451)
(294, 250)
(934, 81)
(542, 395)
(97, 112)
(266, 88)
(175, 66)
(363, 243)
(856, 744)
(45, 464)
(988, 510)
(258, 758)
(660, 311)
(446, 220)
(818, 56)
(183, 488)
(890, 542)
(747, 241)
(968, 871)
(541, 574)
(698, 959)
(133, 936)
(764, 535)
(161, 228)
(771, 689)
(190, 172)
(227, 672)
(176, 13)
(968, 198)
(508, 599)
(997, 876)
(868, 493)
(57, 656)
(716, 994)
(847, 695)
(319, 455)
(765, 471)
(132, 631)
(19, 595)
(322, 219)
(443, 816)
(923, 70)
(141, 30)
(510, 48)
(913, 297)
(711, 316)
(741, 873)
(303, 266)
(567, 737)
(93, 69)
(401, 64)
(836, 489)
(398, 484)
(612, 609)
(318, 772)
(265, 32)
(896, 272)
(654, 128)
(954, 696)
(319, 810)
(485, 789)
(130, 99)
(177, 403)
(262, 589)
(214, 745)
(863, 484)
(671, 103)
(522, 262)
(226, 472)
(635, 847)
(493, 6)
(910, 472)
(779, 840)
(74, 54)
(689, 777)
(285, 940)
(752, 562)
(510, 542)
(936, 813)
(26, 275)
(80, 238)
(641, 368)
(652, 712)
(298, 641)
(272, 345)
(944, 237)
(367, 13)
(58, 117)
(312, 24)
(295, 991)
(598, 391)
(197, 274)
(232, 306)
(52, 181)
(475, 685)
(36, 921)
(310, 547)
(913, 460)
(148, 711)
(284, 928)
(325, 295)
(558, 597)
(300, 292)
(273, 275)
(631, 425)
(203, 118)
(149, 559)
(327, 795)
(892, 628)
(171, 872)
(809, 865)
(892, 219)
(767, 772)
(3, 711)
(589, 643)
(91, 13)
(429, 600)
(334, 3)
(803, 661)
(852, 657)
(904, 129)
(591, 551)
(595, 250)
(635, 803)
(775, 595)
(210, 25)
(285, 385)
(930, 336)
(105, 509)
(278, 596)
(668, 82)
(705, 645)
(944, 790)
(182, 954)
(400, 481)
(292, 9)
(945, 350)
(702, 136)
(973, 276)
(961, 635)
(625, 740)
(832, 652)
(748, 865)
(66, 85)
(381, 227)
(33, 707)
(333, 231)
(550, 370)
(667, 785)
(680, 306)
(169, 694)
(459, 80)
(883, 6)
(924, 69)
(964, 359)
(776, 56)
(984, 681)
(20, 984)
(106, 882)
(457, 326)
(190, 389)
(970, 449)
(22, 969)
(823, 508)
(579, 569)
(93, 368)
(356, 946)
(708, 350)
(251, 262)
(271, 388)
(807, 56)
(342, 552)
(621, 532)
(525, 469)
(714, 664)
(574, 121)
(131, 627)
(533, 948)
(844, 950)
(763, 513)
(864, 55)
(676, 172)
(95, 844)
(38, 277)
(727, 52)
(591, 198)
(208, 995)
(792, 696)
(990, 206)
(943, 396)
(895, 146)
(820, 938)
(741, 332)
(721, 792)
(317, 521)
(212, 671)
(184, 763)
(542, 69)
(854, 255)
(124, 823)
(370, 834)
(675, 778)
(603, 778)
(370, 214)
(874, 635)
(785, 288)
(16, 49)
(533, 257)
(930, 986)
(217, 155)
(322, 205)
(559, 138)
(467, 892)
(105, 340)
(684, 701)
(513, 117)
(221, 996)
(360, 629)
(385, 536)
(136, 249)
(552, 673)
(975, 498)
(493, 947)
(869, 739)
(800, 33)
(842, 292)
(846, 429)
(463, 5)
(621, 926)
(955, 226)
(454, 658)
(463, 398)
(157, 504)
(491, 135)
(102, 991)
(298, 305)
(622, 935)
(582, 611)
(586, 898)
(157, 18)
(46, 733)
(348, 571)
(593, 457)
(864, 473)
(534, 570)
(186, 743)
(395, 396)
(699, 535)
(825, 228)
(611, 606)
(978, 309)
(265, 283)
(855, 90)
(959, 294)
(242, 712)
(989, 409)
(756, 694)
(6, 48)
(998, 534)
(861, 939)
(572, 218)
(448, 796)
(325, 52)
(750, 160)
(49, 136)
(786, 909)
(289, 624)
(221, 990)
(593, 785)
(767, 774)
(74, 501)
(676, 61)
(197, 481)
(451, 151)
(876, 710)
(648, 206)
(812, 361)
(654, 101)
(581, 18)
(76, 354)
(826, 373)
(955, 999)
(664, 947)
(467, 563)
(469, 514)
(29, 127)
(11, 853)
(483, 720)
(552, 636)
(460, 553)
(524, 31)
(952, 95)
(128, 749)
(419, 407)
(533, 369)
(984, 548)
(311, 305)
(183, 127)
(1, 370)
(577, 180)
(168, 587)
(640, 480)
(559, 892)
(678, 90)
(53, 720)
(588, 56)
(128, 858)
(444, 312)
(458, 421)
(399, 119)
(812, 567)
(961, 844)
(615, 56)
(174, 313)
(287, 895)
(657, 133)
Average Shortest Path Length: 2.91
0.05,2.91
(748, 154)
(176, 573)
(994, 554)
(668, 451)
(241, 785)
(107, 748)
(979, 864)
(94, 725)
(517, 847)
(976, 255)
(25, 816)
(281, 891)
(229, 289)
(744, 363)
(963, 929)
(627, 795)
(25, 652)
(510, 135)
(53, 984)
(164, 904)
(854, 343)
(748, 605)
(986, 484)
(480, 490)
(60, 264)
(120, 535)
(274, 952)
(574, 982)
(859, 440)
(341, 94)
(6, 668)
(369, 98)
(844, 679)
(387, 838)
(600, 757)
(711, 648)
(148, 957)
(639, 350)
(619, 384)
(577, 149)
(802, 847)
(786, 14)
(758, 457)
(928, 309)
(427, 186)
(984, 277)
(803, 698)
(305, 201)
(360, 832)
(42, 776)
(614, 331)
(385, 248)
(960, 920)
(964, 879)
(477, 489)
(500, 949)
(71, 272)
(411, 393)
(42, 633)
(749, 909)
(202, 843)
(666, 352)
(263, 708)
(83, 232)
(229, 629)
(353, 343)
(742, 711)
(565, 156)
(476, 33)
(220, 998)
(998, 831)
(294, 822)
(610, 62)
(177, 229)
(241, 184)
(122, 350)
(432, 913)
(920, 856)
(912, 668)
(953, 418)
(327, 750)
(734, 875)
(746, 118)
(998, 607)
(358, 120)
(377, 470)
(823, 72)
(47, 699)
(57, 903)
(731, 669)
(471, 608)
(226, 533)
(379, 78)
(837, 222)
(236, 291)
(969, 454)
(417, 466)
(448, 475)
(348, 170)
(713, 580)
(52, 714)
(266, 460)
(842, 86)
(426, 598)
(181, 375)
(345, 209)
(841, 445)
(54, 104)
(603, 17)
(938, 748)
(415, 353)
(303, 258)
(479, 938)
(814, 357)
(997, 28)
(115, 61)
(319, 168)
(596, 341)
(665, 781)
(881, 601)
(138, 644)
(522, 35)
(379, 937)
(491, 131)
(410, 4)
(892, 993)
(20, 674)
(567, 85)
(794, 415)
(608, 350)
(168, 304)
(464, 969)
(804, 623)
(748, 663)
(60, 110)
(375, 815)
(65, 702)
(564, 476)
(910, 896)
(641, 207)
(89, 901)
(432, 557)
(904, 787)
(612, 301)
(786, 603)
(422, 415)
(51, 280)
(139, 397)
(156, 148)
(947, 377)
(121, 845)
(169, 497)
(776, 204)
(342, 274)
(935, 25)
(808, 889)
(959, 321)
(177, 798)
(365, 343)
(881, 554)
(532, 352)
(374, 71)
(49, 122)
(631, 513)
(266, 823)
(947, 903)
(66, 823)
(824, 141)
(589, 975)
(474, 268)
(609, 798)
(861, 619)
(869, 938)
(992, 514)
(392, 958)
(888, 296)
(658, 573)
(9, 531)
(470, 299)
(166, 806)
(716, 359)
(864, 175)
(444, 466)
(671, 276)
(722, 557)
(218, 652)
(515, 991)
(5, 641)
(815, 55)
(288, 385)
(93, 929)
(623, 264)
(627, 313)
(644, 976)
(122, 679)
(819, 819)
(659, 906)
(168, 503)
(591, 966)
(590, 837)
(35, 606)
(430, 976)
(45, 53)
(350, 43)
(461, 266)
(848, 564)
(132, 491)
(831, 902)
(270, 714)
(350, 91)
(157, 654)
(281, 38)
(25, 332)
(827, 571)
(508, 982)
(276, 271)
(448, 631)
(814, 708)
(722, 609)
(160, 130)
(984, 882)
(913, 427)
(545, 711)
(315, 706)
(470, 153)
(610, 670)
(540, 910)
(826, 438)
(57, 365)
(55, 851)
(916, 8)
(509, 211)
(345, 253)
(845, 558)
(161, 872)
(620, 974)
(445, 205)
(607, 779)
(599, 334)
(329, 958)
(996, 12)
(820, 497)
(155, 198)
(132, 430)
(400, 441)
(925, 421)
(258, 876)
(535, 961)
(981, 468)
(264, 918)
(644, 719)
(208, 91)
(509, 272)
(390, 968)
(722, 469)
(868, 112)
(916, 493)
(716, 913)
(532, 815)
(541, 290)
(449, 972)
(543, 394)
(587, 511)
(107, 814)
(490, 633)
(417, 787)
(919, 706)
(761, 423)
(712, 155)
(199, 646)
(92, 444)
(203, 917)
(754, 101)
(638, 94)
(5, 129)
(135, 566)
(64, 618)
(508, 462)
(86, 335)
(957, 46)
(43, 972)
(252, 31)
(734, 233)
(894, 814)
(298, 48)
(612, 731)
(42, 137)
(551, 341)
(66, 767)
(958, 640)
(29, 206)
(182, 261)
(653, 200)
(499, 594)
(212, 111)
(125, 642)
(582, 803)
(342, 885)
(198, 679)
(876, 916)
(579, 773)
(526, 762)
(263, 399)
(212, 3)
(714, 91)
(754, 829)
(504, 479)
(449, 851)
(623, 58)
(703, 592)
(386, 122)
(349, 651)
(499, 676)
(891, 593)
(631, 849)
(495, 434)
(212, 143)
(886, 740)
(655, 207)
(894, 304)
(913, 498)
(926, 255)
(307, 80)
(32, 869)
(702, 685)
(852, 907)
(447, 906)
(78, 348)
(400, 449)
(978, 711)
(125, 764)
(596, 791)
(867, 669)
(997, 717)
(342, 534)
(461, 535)
(389, 661)
(870, 985)
(96, 5)
(603, 306)
(526, 25)
(201, 510)
(24, 244)
(359, 333)
(804, 464)
(857, 414)
(866, 421)
(873, 628)
(709, 867)
(522, 978)
(524, 498)
(844, 820)
(165, 784)
(811, 734)
(523, 870)
(698, 535)
(939, 124)
(8, 888)
(114, 229)
(910, 366)
(998, 742)
(347, 188)
(279, 611)
(514, 777)
(943, 140)
(569, 794)
(981, 180)
(700, 949)
(276, 306)
(985, 411)
(388, 730)
(469, 159)
(816, 263)
(930, 50)
(128, 85)
(154, 86)
(748, 336)
(430, 645)
(845, 542)
(690, 220)
(56, 593)
(820, 231)
(805, 901)
(742, 364)
(478, 332)
(909, 341)
(671, 719)
(418, 735)
(613, 676)
(516, 649)
(634, 404)
(641, 649)
(345, 769)
(430, 695)
(736, 160)
(598, 665)
(460, 514)
(899, 908)
(935, 962)
(560, 366)
(190, 244)
(279, 958)
(709, 600)
(523, 110)
(435, 293)
(550, 298)
(823, 290)
(186, 897)
(394, 304)
(650, 887)
(747, 86)
(94, 745)
(830, 17)
(150, 601)
(612, 593)
(568, 866)
(172, 323)
(448, 871)
(429, 830)
(769, 377)
(375, 552)
(708, 630)
(166, 188)
(778, 216)
(7, 635)
(223, 964)
(672, 543)
(212, 772)
(210, 716)
(978, 908)
(215, 304)
(716, 552)
(258, 455)
(728, 495)
(215, 191)
(295, 975)
(545, 298)
(972, 110)
(263, 892)
(80, 101)
(745, 838)
(105, 918)
(300, 510)
(104, 782)
(987, 241)
(512, 404)
(720, 164)
(545, 513)
(147, 760)
(110, 777)
(992, 717)
(956, 962)
(672, 803)
(450, 658)
(507, 168)
(631, 541)
(353, 793)
(615, 801)
(403, 438)
(331, 848)
(80, 162)
(468, 498)
(61, 655)
(998, 961)
(438, 947)
(539, 305)
(146, 138)
(935, 873)
(769, 838)
(531, 54)
(38, 6)
(408, 116)
(265, 135)
(27, 576)
(551, 17)
(688, 627)
(781, 691)
(180, 670)
(547, 639)
(883, 154)
(897, 784)
(806, 736)
(622, 690)
(156, 807)
(69, 715)
(439, 428)
(346, 172)
(498, 222)
(210, 110)
(538, 867)
(984, 670)
(49, 426)
(22, 95)
(255, 608)
(205, 116)
(958, 765)
(160, 473)
(207, 231)
(197, 439)
(876, 993)
(694, 959)
(726, 477)
(930, 274)
(230, 438)
(337, 757)
(960, 281)
(109, 187)
(787, 953)
(354, 839)
(526, 640)
(182, 375)
(346, 705)
(718, 193)
(25, 119)
(76, 964)
(506, 814)
(459, 655)
(426, 735)
(640, 738)
(928, 950)
(81, 15)
(159, 551)
(858, 262)
(396, 126)
(438, 666)
(375, 844)
(415, 455)
(348, 334)
(147, 582)
(282, 218)
(545, 20)
(750, 823)
(154, 918)
(315, 354)
(874, 362)
(413, 840)
(37, 508)
(821, 659)
(230, 23)
(145, 788)
(64, 624)
(496, 252)
(400, 543)
(60, 622)
(664, 687)
(804, 890)
(696, 821)
(813, 517)
(733, 321)
(871, 669)
(182, 74)
(415, 284)
(839, 75)
(776, 2)
(904, 527)
(918, 187)
(475, 489)
(514, 887)
(15, 375)
(894, 982)
(534, 885)
(822, 300)
(829, 322)
(904, 488)
(454, 663)
(288, 382)
(789, 710)
(523, 527)
(235, 138)
(733, 488)
(598, 711)
(27, 556)
(89, 436)
(32, 331)
(59, 169)
(844, 356)
(328, 6)
(496, 154)
(805, 134)
(604, 469)
(15, 627)
(131, 840)
(287, 593)
(253, 563)
(728, 595)
(812, 92)
(825, 155)
(42, 796)
(473, 243)
(317, 77)
(690, 741)
(969, 760)
(373, 729)
(766, 555)
(589, 747)
(413, 828)
(240, 172)
(961, 998)
(474, 43)
(494, 244)
(383, 985)
(921, 491)
(167, 723)
(888, 970)
(384, 404)
(104, 978)
(762, 236)
(579, 559)
(480, 440)
(824, 604)
(650, 355)
(961, 852)
(64, 290)
(484, 691)
(802, 687)
(740, 489)
(93, 925)
(697, 846)
(225, 392)
(385, 666)
(573, 487)
(772, 56)
(255, 491)
(363, 316)
(741, 80)
(593, 564)
(483, 660)
(851, 867)
(545, 183)
(759, 79)
(992, 853)
(263, 35)
(447, 91)
(619, 903)
(328, 256)
(252, 137)
(783, 315)
(386, 462)
(73, 232)
(702, 371)
(445, 430)
(379, 558)
(827, 150)
(709, 428)
(232, 867)
(410, 956)
(81, 512)
(548, 679)
(931, 497)
(911, 759)
(706, 249)
(193, 940)
(415, 236)
(440, 824)
(619, 609)
(46, 36)
(35, 297)
(714, 994)
(520, 155)
(489, 466)
(977, 540)
(79, 560)
(3, 712)
(992, 601)
(658, 456)
(365, 659)
(229, 291)
(611, 70)
(165, 17)
(440, 318)
(391, 92)
(859, 630)
(995, 545)
(482, 430)
(852, 463)
(515, 362)
(403, 389)
(342, 95)
(161, 200)
(314, 601)
(473, 519)
(271, 903)
(544, 833)
(54, 406)
(133, 272)
(533, 328)
(111, 474)
(553, 878)
(380, 478)
(237, 116)
(381, 826)
(89, 894)
(883, 898)
(436, 459)
(612, 250)
(335, 151)
(697, 31)
(901, 848)
(720, 687)
(746, 727)
(549, 875)
(228, 879)
(875, 373)
(355, 684)
(328, 550)
(999, 451)
(469, 277)
(423, 809)
(700, 855)
(845, 858)
(135, 890)
(712, 228)
(161, 809)
(359, 577)
(150, 713)
(865, 62)
(729, 927)
(20, 636)
(674, 780)
(28, 693)
(270, 985)
(928, 217)
(728, 473)
(508, 655)
(82, 13)
(675, 725)
(177, 903)
(949, 654)
(19, 548)
(68, 785)
(857, 259)
(634, 329)
(613, 312)
(427, 215)
(692, 793)
(652, 49)
(226, 169)
(543, 528)
(317, 309)
(982, 665)
(157, 883)
(151, 226)
(138, 413)
(865, 431)
(315, 773)
(137, 295)
(101, 485)
(162, 542)
(764, 262)
(370, 640)
(650, 625)
(877, 200)
(501, 415)
(925, 370)
(26, 73)
(905, 265)
(793, 462)
(707, 73)
(550, 428)
(51, 718)
(796, 25)
(800, 657)
(694, 994)
(477, 925)
(309, 546)
(25, 195)
(496, 59)
(718, 482)
(936, 403)
(633, 562)
(966, 494)
(68, 958)
(992, 353)
(411, 122)
(775, 943)
(731, 596)
(449, 891)
(846, 254)
(239, 74)
(162, 937)
(989, 517)
(766, 272)
(910, 807)
(689, 685)
(423, 366)
(7, 163)
(161, 111)
(805, 469)
(388, 249)
(336, 914)
(90, 619)
(170, 761)
(859, 962)
(838, 421)
(899, 908)
(411, 123)
(45, 988)
(909, 867)
(349, 490)
(55, 813)
(373, 762)
(700, 766)
(282, 371)
(296, 101)
(265, 377)
(192, 822)
(463, 860)
(393, 868)
(724, 143)
(172, 453)
(415, 199)
(991, 184)
(25, 21)
(521, 241)
(804, 588)
(751, 102)
(541, 802)
(625, 265)
(343, 638)
(393, 312)
(445, 445)
(576, 725)
(919, 397)
(338, 829)
(529, 21)
(192, 712)
(913, 712)
(834, 107)
(362, 13)
(515, 585)
(2, 723)
(73, 743)
(40, 383)
(567, 629)
(103, 464)
(364, 43)
(98, 688)
(984, 968)
(697, 758)
(649, 987)
(680, 619)
(449, 929)
(163, 788)
(469, 376)
(598, 622)
(718, 377)
(561, 93)
(483, 737)
(337, 940)
(199, 522)
(871, 107)
(269, 750)
(818, 853)
(592, 643)
(871, 244)
(543, 614)
(237, 380)
(240, 606)
(362, 896)
(339, 866)
(894, 55)
(967, 803)
(210, 446)
(984, 970)
(122, 323)
(113, 23)
(8, 35)
(688, 451)
(495, 737)
(143, 409)
(722, 106)
(373, 510)
(563, 610)
(884, 894)
(170, 339)
(325, 303)
(688, 130)
(326, 494)
(957, 172)
(571, 196)
(446, 710)
(691, 245)
(196, 459)
(589, 444)
(823, 43)
(130, 555)
(592, 802)
(703, 137)
(315, 977)
(639, 263)
(609, 458)
(20, 462)
(247, 732)
(152, 142)
(149, 787)
(163, 944)
(505, 167)
(761, 412)
(764, 955)
(199, 462)
(536, 617)
(888, 226)
(553, 582)
(239, 310)
(505, 730)
(696, 882)
(768, 989)
(12, 267)
(359, 583)
(10, 94)
(83, 601)
(286, 658)
(595, 939)
(274, 349)
(679, 144)
(54, 933)
(635, 925)
(805, 125)
(469, 508)
(881, 854)
(518, 125)
(466, 305)
(186, 279)
(722, 80)
(903, 760)
(93, 912)
(477, 308)
(635, 334)
(727, 225)
(677, 286)
(238, 393)
(216, 215)
(707, 837)
(224, 392)
(151, 79)
(616, 446)
(444, 697)
(875, 102)
(929, 794)
(651, 732)
(646, 874)
(967, 318)
(724, 571)
(47, 530)
(896, 404)
(72, 192)
(234, 382)
(861, 90)
(984, 876)
(363, 765)
(976, 543)
(845, 515)
(559, 529)
(349, 234)
(714, 949)
(17, 127)
(281, 178)
(710, 645)
(28, 159)
(639, 968)
(140, 725)
(96, 633)
(627, 233)
(817, 293)
(759, 25)
(382, 355)
(8, 359)
(508, 205)
(792, 354)
(790, 138)
(180, 901)
(695, 396)
(968, 840)
(240, 409)
(594, 967)
(385, 710)
(728, 669)
(267, 916)
(24, 389)
(963, 864)
(902, 230)
(435, 402)
(304, 602)
(23, 58)
(565, 823)
(576, 12)
(690, 347)
(422, 955)
(414, 805)
(790, 819)
(515, 329)
(385, 231)
(206, 73)
(335, 395)
(716, 171)
(571, 944)
